index,exposure_id,exp_createdate,exp_claim_id,exp_lossparty,exp_coverage_id,exp_incident_id,exp_vehicle_id,exp_group,exp_type,exp_closedate,exp_status,exp_resolution
1031,EXP01-10001,2018-10-28,CLM01-1006693,Insured,COV01-1000002,INC01-101031,9E16FD4E63D44B63,Analyst Vendor IPD,GLASS,,Open,Duplicate
1032,EXP01-10003,2018-09-15,CLM01-1009439,Insured,COV01-1000002,INC01-101032,9C376287E58C4215,Total Loss,COMP,2018-10-13,Closed,Duplicate
1033,EXP01-10003,2018-12-20,CLM01-1004449,Thirdparty,COV01-1000002,INC01-101033,B88A72365AE74F1D,FastTrack,COMP,2019-01-16,Closed,Closed without payment
1034,EXP01-10004,2018-07-14,CLM01-1003232,Insured,COV01-1000001,INC01-101034,ECC1298EE87442E9,Total Loss,COL,2018-08-11,Closed,Reported in siu
1035,EXP01-10001,2019-01-29,CLM01-1007313,Insured,COV01-1000002,INC01-101035,7DBF1A3C04AE4547,Salvage,GLASS,,Open,Duplicate
1036,EXP01-10003,2018-11-17,CLM01-1003416,Insured,COV01-1000001,INC01-101036,9EA63D1A35C84A0A,FastTrack,COMP,,Open,Closed without payment
1037,EXP01-10004,2018-09-05,CLM01-1009210,Insured,COV01-1000003,INC01-101037,9614C570EC274FB9,Medical Claims,COL,2018-10-06,Closed,Duplicate
1038,EXP01-10005,2018-02-06,CLM01-1009119,Insured,COV01-1000001,INC01-101038,5203DB6312F24818,Analyst Vendor IPD,PD,,Open,Closed with payments
1039,EXP01-10004,2018-02-01,CLM01-1002005,Insured,COV01-1000002,INC01-101039,250D0CDA2AD34C22,Injury,COL,2018-03-03,Closed,Reported in siu
1040,EXP01-10003,2018-09-21,CLM01-1003955,Thirdparty,COV01-1000004,INC01-101040,25A3D90691DC445F,houseowners compound,COMP,2018-10-24,Closed,Closed without payment
1041,EXP01-10004,2018-04-23,CLM01-1003064,Insured,COV01-1000001,INC01-101041,24BCF4C436F04EBF,Fire/Theft,COL,2018-05-20,Closed,Closed without payment
1042,EXP01-10001,2018-04-19,CLM01-1004153,Thirdparty,COV01-1000005,INC01-101042,86D7667A992B4BE8,Salvage,GLASS,2018-04-24,Closed,Closed with payments
1043,EXP01-10005,2019-01-15,CLM01-1004717,Thirdparty,COV01-1000002,INC01-101043,AA8D269C4F61413D,Medical Claims,PD,,Open,Closed with payments
1044,EXP01-10004,2018-03-25,CLM01-1002788,Thirdparty,COV01-1000002,INC01-101044,4B8FA3A2694344BD,Tow,COL,2018-04-21,Closed,Closed with payments
1045,EXP01-10001,2018-08-19,CLM01-1005445,Insured,COV01-1000002,INC01-101045,924876A1C6234776,Fire/Theft,GLASS,2018-08-25,Closed,Rejected
1046,EXP01-10005,2018-03-02,CLM01-1009385,Insured,COV01-1000003,INC01-101046,6608B4BEB6694B82,houseowners compound,PD,2018-04-01,Closed,Closed without payment
1047,EXP01-10003,2018-04-29,CLM01-1008315,Thirdparty,COV01-1000004,INC01-101047,C5596C513A104B70,houseowners compound,COMP,2018-05-27,Closed,Closed without payment
1048,EXP01-10001,2018-08-20,CLM01-1003325,Insured,COV01-1000002,INC01-101048,BB6DFFAF6B274CB7,FastTrack,GLASS,2018-08-31,Closed,Closed with payments
1049,EXP01-10001,2018-07-18,CLM01-1002874,Thirdparty,COV01-1000002,INC01-101049,7A40D961F3244CEF,Medical Claims,GLASS,,Open,Reported in siu
1050,EXP01-10004,2018-05-17,CLM01-1004505,Thirdparty,COV01-1000001,INC01-101050,A9840BF3D8894F89,Salvage,COL,2018-06-12,Closed,Closed with payments
1051,EXP01-10004,2018-07-12,CLM01-1010080,Thirdparty,COV01-1000002,INC01-101051,68EAE0FC9FEC49BB,Glass,COL,2018-08-15,Closed,Duplicate
1052,EXP01-10004,2018-05-16,CLM01-1002205,Insured,COV01-1000002,INC01-101052,B2BD5705803D4F72,General,COL,,Open,Closed with payments
1053,EXP01-10005,2018-11-13,CLM01-1005308,Insured,COV01-1000001,INC01-101053,F4061014D945403F,Physical,PD,2018-12-13,Closed,Reported in siu
1054,EXP01-10003,2018-08-09,CLM01-1005918,Insured,COV01-1000003,INC01-101054,F80643CCD81D4759,Medical Claims,COMP,2018-08-31,Closed,Closed with payments
1055,EXP01-10005,2018-03-06,CLM01-1000906,Insured,COV01-1000002,INC01-101055,DDB2C1045961405C,Physical,PD,2018-04-01,Closed,Closed with payments
1056,EXP01-10005,2018-09-30,CLM01-1010204,Insured,COV01-1000003,INC01-101056,C32ED3F06B7C45DE,Glass,PD,2018-10-27,Closed,Rejected
1057,EXP01-10004,2018-11-23,CLM01-1004684,Thirdparty,COV01-1000001,INC01-101057,A751BF0D42D64DDB,FastTrack,COL,,Open,Reported in siu
1058,EXP01-10005,2019-02-01,CLM01-1002388,Insured,COV01-1000002,INC01-101058,8A9C36017A5348C8,Physical,PD,,Open,Closed without payment
1059,EXP01-10001,2018-05-25,CLM01-1007569,Thirdparty,COV01-1000001,INC01-101059,6312CC1D911D4648,Injury-Compound,GLASS,2018-06-04,Closed,Reported in siu
1060,EXP01-10002,2018-08-27,CLM01-1006241,Thirdparty,COV01-1000001,INC01-101060,1A5F65E1F1F44E89,Salvage,BI,2018-09-25,Closed,Duplicate
1061,EXP01-10002,2018-09-08,CLM01-1010921,Insured,COV01-1000002,INC01-101061,CB98BEE2B9F64370,Tow,BI,2018-10-08,Closed,Closed without payment
1062,EXP01-10004,2018-10-26,CLM01-1004618,Thirdparty,COV01-1000002,INC01-101062,00927034997547A8,Salvage,COL,,Open,Closed with payments
1063,EXP01-10005,2018-04-08,CLM01-1006746,Insured,COV01-1000001,INC01-101063,CC2F55420CFA4A0D,Salvage,PD,,Open,Closed without payment
1064,EXP01-10005,2018-10-11,CLM01-1000802,Insured,COV01-1000001,INC01-101064,3DE328DCA3BF4DA9,Total Loss,PD,,Open,Duplicate
1065,EXP01-10004,2018-09-18,CLM01-1001841,Thirdparty,COV01-1000002,INC01-101065,3537B351BA594CAF,Salvage,COL,2018-10-15,Closed,Rejected
1066,EXP01-10001,2018-04-04,CLM01-1004081,Insured,COV01-1000002,INC01-101066,3039D71EC5504B60,Fire/Theft,GLASS,2018-04-11,Closed,Closed with payments
1067,EXP01-10005,2019-01-09,CLM01-1007949,Insured,COV01-1000001,INC01-101067,524AB95465D5446E,Fire/Theft,PD,,Open,Reported in siu
1068,EXP01-10003,2019-01-12,CLM01-1004160,Thirdparty,COV01-1000001,INC01-101068,82C813438A3143DB,Fire/Theft,COMP,,Open,Closed with payments
1069,EXP01-10001,2018-06-12,CLM01-1007510,Thirdparty,COV01-1000001,INC01-101069,E423223FA8544792,Glass,GLASS,2018-06-22,Closed,Closed without payment
1070,EXP01-10004,2018-11-14,CLM01-1004309,Thirdparty,COV01-1000005,INC01-101070,12BDAC7784F44622,Salvage,COL,2018-12-10,Closed,Duplicate
1071,EXP01-10005,2018-02-05,CLM01-1002442,Insured,COV01-1000001,INC01-101071,ED126AE0ACC54DBC,Injury-Compound,PD,2018-03-01,Closed,Closed without payment
1072,EXP01-10002,2019-01-22,CLM01-1003589,Insured,COV01-1000002,INC01-101072,6065A8B4831E4D55,houseowners Low Compound,BI,,Open,Duplicate
1073,EXP01-10002,2018-09-01,CLM01-1000877,Insured,COV01-1000002,INC01-101073,48C40CD2A2DB4104,houseowners Low Compound,BI,,Open,Reported in siu
1074,EXP01-10005,2018-06-02,CLM01-1008564,Insured,COV01-1000002,INC01-101074,3DEB9F20B8C84A2D,Physical,PD,2018-07-03,Closed,Duplicate
1075,EXP01-10002,2018-06-23,CLM01-1005061,Insured,COV01-1000002,INC01-101075,40CDB2DD779D4A1B,Analyst Vendor IPD,BI,2018-07-18,Closed,Rejected
1076,EXP01-10003,2018-09-08,CLM01-1002308,Insured,COV01-1000001,INC01-101076,749C8515752244BE,Injury,COMP,2018-10-08,Closed,Rejected
1077,EXP01-10003,2018-09-26,CLM01-1005978,Thirdparty,COV01-1000002,INC01-101077,FBE63DBB027F41D2,Injury,COMP,2018-10-28,Closed,Closed without payment
1078,EXP01-10001,2018-07-03,CLM01-1006010,Insured,COV01-1000002,INC01-101078,2EFCCE4E92364057,Glass,GLASS,2018-07-12,Closed,Closed with payments
1079,EXP01-10003,2018-12-09,CLM01-1002168,Thirdparty,COV01-1000002,INC01-101079,860065F773674674,Salvage,COMP,2019-01-05,Closed,Closed with payments
1080,EXP01-10005,2018-09-27,CLM01-1009070,Insured,COV01-1000002,INC01-101080,0CB12D790CC1496D,Glass,PD,2018-10-21,Closed,Rejected
1081,EXP01-10004,2018-11-26,CLM01-1010185,Insured,COV01-1000002,INC01-101081,CE1C41F18DBE47F1,Physical,COL,,Open,Reported in siu
1082,EXP01-10001,2018-11-08,CLM01-1004350,Thirdparty,COV01-1000001,INC01-101082,40970D9927184075,Fire/Theft,GLASS,2018-11-21,Closed,Closed without payment
1083,EXP01-10003,2018-06-22,CLM01-1005347,Thirdparty,COV01-1000001,INC01-101083,71DE60F76CF44DBD,Subrogation,COMP,2018-07-19,Closed,Reported in siu
1084,EXP01-10003,2018-01-25,CLM01-1005331,Insured,COV01-1000002,INC01-101084,D21CD769679A4103,Salvage,COMP,2018-02-24,Closed,Closed without payment
1085,EXP01-10001,2018-10-27,CLM01-1001165,Thirdparty,COV01-1000002,INC01-101085,EBDD913F49814086,Injury,GLASS,,Open,Closed without payment
1086,EXP01-10001,2018-09-12,CLM01-1003785,Thirdparty,COV01-1000004,INC01-101086,2F8C9C4EF9074BBD,Glass,GLASS,2018-09-25,Closed,Duplicate
1087,EXP01-10001,2018-07-06,CLM01-1005571,Insured,COV01-1000004,INC01-101087,B0B0ACAF37954CA1,Analyst Vendor IPD,GLASS,2018-07-11,Closed,Closed with payments
1088,EXP01-10002,2018-03-26,CLM01-1003236,Insured,COV01-1000002,INC01-101088,006D9CB3759D45DC,General,BI,2018-04-25,Closed,Rejected
1089,EXP01-10004,2018-11-13,CLM01-1006053,Insured,COV01-1000001,INC01-101089,E7FF9AD20397480F,houseowners Low Compound,COL,,Open,Closed without payment
1090,EXP01-10002,2018-03-12,CLM01-1008741,Thirdparty,COV01-1000005,INC01-101090,0049D542D73A4270,houseowners Low Compound,BI,2018-04-08,Closed,Reported in siu
1091,EXP01-10002,2018-02-12,CLM01-1003079,Thirdparty,COV01-1000001,INC01-101091,777055AC11024E65,Glass,BI,2018-03-14,Closed,Reported in siu
1092,EXP01-10002,2018-10-27,CLM01-1008867,Insured,COV01-1000002,INC01-101092,DDEB249BAF0E471A,General,BI,,Open,Duplicate
1093,EXP01-10003,2018-09-12,CLM01-1004057,Insured,COV01-1000002,INC01-101093,9B89C720127C4072,houseowners compound,COMP,2018-10-16,Closed,Duplicate
1094,EXP01-10003,2018-03-18,CLM01-1004409,Insured,COV01-1000002,INC01-101094,297322A9FD2C42F4,Salvage,COMP,2018-04-14,Closed,Rejected
1095,EXP01-10005,2018-09-01,CLM01-1002435,Insured,COV01-1000001,INC01-101095,5F71C461489A4852,Fire/Theft,PD,2018-10-02,Closed,Rejected
1096,EXP01-10004,2018-06-12,CLM01-1010149,Thirdparty,COV01-1000002,INC01-101096,09CE56B469274D7A,Injury,COL,2018-07-10,Closed,Closed without payment
1097,EXP01-10002,2018-11-09,CLM01-1007193,Thirdparty,COV01-1000001,INC01-101097,74D5676D8F9747FF,Total Loss,BI,,Open,Reported in siu
1098,EXP01-10005,2018-07-21,CLM01-1007267,Insured,COV01-1000002,INC01-101098,2E6D458F1509461C,Total Loss,PD,2018-08-19,Closed,Duplicate
1099,EXP01-10003,2018-07-27,CLM01-1005288,Insured,COV01-1000001,INC01-101099,033657C86D6546E1,Salvage,COMP,2018-08-27,Closed,Duplicate
1100,EXP01-10003,2018-12-08,CLM01-1007124,Insured,COV01-1000002,INC01-101100,3359FB73C40A4083,Salvage,COMP,,Open,Reported in siu
1101,EXP01-10005,2018-09-11,CLM01-1010129,Insured,COV01-1000002,INC01-101101,A1D230426CCF42BC,FastTrack,PD,2018-10-03,Closed,Closed with payments
1102,EXP01-10001,2018-02-01,CLM01-1007049,Thirdparty,COV01-1000001,INC01-101102,8A52C2D19CAF4070,General,GLASS,2018-02-08,Closed,Rejected
1103,EXP01-10003,2019-02-05,CLM01-1004860,Thirdparty,COV01-1000002,INC01-101103,7916E7422FE24AB7,Injury,COMP,,Open,Reported in siu
1104,EXP01-10002,2018-02-07,CLM01-1006254,Insured,COV01-1000002,INC01-101104,EA48936EB2B94197,Medical Claims,BI,2018-03-08,Closed,Closed with payments
1105,EXP01-10004,2018-04-07,CLM01-1003924,Thirdparty,COV01-1000002,INC01-101105,C4AAF05566AB4852,Injury,COL,2018-05-04,Closed,Reported in siu
1106,EXP01-10003,2018-09-07,CLM01-1002354,Thirdparty,COV01-1000001,INC01-101106,6F0D3AE18BDF4CA8,houseowners Low Compound,COMP,2018-10-08,Closed,Closed with payments
1107,EXP01-10003,2018-06-09,CLM01-1007604,Thirdparty,COV01-1000002,INC01-101107,BDC299F459D34E2C,Injury,COMP,,Open,Reported in siu
1108,EXP01-10001,2018-04-20,CLM01-1010237,Thirdparty,COV01-1000001,INC01-101108,C833AB6F48694BB2,Subrogation,GLASS,2018-04-30,Closed,Duplicate
1109,EXP01-10004,2018-11-27,CLM01-1001820,Insured,COV01-1000001,INC01-101109,2ABA8409F3904FC9,Glass,COL,,Open,Closed with payments
1110,EXP01-10003,2018-11-27,CLM01-1009273,Insured,COV01-1000002,INC01-101110,C0385AC404004249,houseowners Low Compound,COMP,2018-12-27,Closed,Duplicate
1111,EXP01-10002,2018-01-14,CLM01-1004574,Thirdparty,COV01-1000001,INC01-101111,BF7506CB8E304567,houseowners Low Compound,BI,,Open,Closed with payments
1112,EXP01-10004,2018-05-15,CLM01-1005921,Insured,COV01-1000001,INC01-101112,6DCD1439ACB747E4,Fire/Theft,COL,,Open,Closed with payments
1113,EXP01-10005,2018-05-10,CLM01-1010262,Thirdparty,COV01-1000001,INC01-101113,58F29503964D43B1,Injury,PD,2018-06-06,Closed,Closed with payments
1114,EXP01-10005,2018-08-11,CLM01-1007142,Insured,COV01-1000002,INC01-101114,970B4B8D43B3492C,Medical Claims,PD,2018-09-07,Closed,Rejected
1115,EXP01-10004,2018-04-25,CLM01-1010748,Thirdparty,COV01-1000002,INC01-101115,A30F189F81A84073,Injury,COL,2018-05-23,Closed,Closed with payments
1116,EXP01-10005,2018-01-03,CLM01-1004708,Insured,COV01-1000002,INC01-101116,54088AEF8CF043D7,General,PD,2018-02-05,Closed,Reported in siu
1117,EXP01-10002,2018-01-31,CLM01-1004781,Thirdparty,COV01-1000002,INC01-101117,F22C72DF97664BB0,Salvage,BI,2018-02-23,Closed,Closed with payments
1118,EXP01-10002,2018-02-06,CLM01-1008092,Insured,COV01-1000001,INC01-101118,E165E188EEE7427E,Medical Claims,BI,,Open,Closed without payment
1119,EXP01-10003,2018-02-04,CLM01-1002565,Thirdparty,COV01-1000001,INC01-101119,6D7905C146F642B4,Total Loss,COMP,2018-03-02,Closed,Rejected
1120,EXP01-10001,2018-07-14,CLM01-1010342,Thirdparty,COV01-1000002,INC01-101120,3D04B3FE08274C5E,Salvage,GLASS,2018-07-24,Closed,Closed without payment
1121,EXP01-10002,2018-03-25,CLM01-1010192,Insured,COV01-1000001,INC01-101121,FC781C7261494A8D,Tow,BI,2018-04-19,Closed,Closed with payments
1122,EXP01-10002,2018-05-02,CLM01-1009907,Insured,COV01-1000002,INC01-101122,486D75EA05764184,Injury-Compound,BI,2018-05-31,Closed,Closed with payments
1123,EXP01-10005,2018-02-09,CLM01-1005275,Thirdparty,COV01-1000004,INC01-101123,6FBA3F83ECEA43C9,Salvage,PD,2018-03-13,Closed,Closed without payment
1124,EXP01-10001,2018-02-15,CLM01-1001473,Insured,COV01-1000003,INC01-101124,5D8C4D585FDC4E72,houseowners compound,GLASS,2018-02-23,Closed,Reported in siu
1125,EXP01-10004,2018-10-24,CLM01-1008729,Thirdparty,COV01-1000001,INC01-101125,0AFF605B7C7748AC,Glass,COL,,Open,Closed without payment
1126,EXP01-10003,2018-11-06,CLM01-1005442,Insured,COV01-1000001,INC01-101126,8ACD2668B3E8406F,Tow,COMP,,Open,Duplicate
1127,EXP01-10004,2018-02-09,CLM01-1002553,Thirdparty,COV01-1000001,INC01-101127,525C81E21E6945A8,Tow,COL,2018-03-14,Closed,Reported in siu
1128,EXP01-10005,2018-11-09,CLM01-1004510,Insured,COV01-1000001,INC01-101128,811CE948BE554277,houseowners Low Compound,PD,2018-12-09,Closed,Duplicate
1129,EXP01-10004,2018-08-17,CLM01-1010465,Insured,COV01-1000002,INC01-101129,FFAA788472254FC6,FastTrack,COL,2018-09-12,Closed,Duplicate
1130,EXP01-10001,2018-06-17,CLM01-1006697,Thirdparty,COV01-1000002,INC01-101130,3E6272DEAC584C21,Medical Claims,GLASS,2018-06-24,Closed,Closed without payment
1131,EXP01-10004,2018-02-19,CLM01-1006384,Insured,COV01-1000001,INC01-101131,95435C61129B4F98,Fire/Theft,COL,2018-03-16,Closed,Rejected
1132,EXP01-10002,2018-12-25,CLM01-1007594,Insured,COV01-1000002,INC01-101132,A857762E841D4CA0,FastTrack,BI,,Open,Reported in siu
1133,EXP01-10001,2018-03-05,CLM01-1009460,Thirdparty,COV01-1000001,INC01-101133,3F9CD83F994E44AC,Subrogation,GLASS,2018-03-15,Closed,Closed with payments
1134,EXP01-10001,2018-11-05,CLM01-1001803,Insured,COV01-1000005,INC01-101134,71B790E37C894D6D,Total Loss,GLASS,,Open,Duplicate
1135,EXP01-10004,2018-07-13,CLM01-1003427,Insured,COV01-1000002,INC01-101135,3AF8CE4EA2AE4ADD,Glass,COL,2018-08-16,Closed,Rejected
1136,EXP01-10005,2018-08-24,CLM01-1000851,Insured,COV01-1000002,INC01-101136,3829A8FDC04C4530,Medical Claims,PD,2018-09-22,Closed,Closed without payment
1137,EXP01-10005,2018-02-08,CLM01-1010142,Insured,COV01-1000001,INC01-101137,0934880F31534714,General,PD,,Open,Rejected
1138,EXP01-10005,2018-02-16,CLM01-1005704,Thirdparty,COV01-1000001,INC01-101138,F7D4C703B2BF44A5,General,PD,2018-03-21,Closed,Rejected
1139,EXP01-10003,2018-03-13,CLM01-1009746,Insured,COV01-1000002,INC01-101139,0519B5C24D7E403E,Tow,COMP,2018-04-11,Closed,Closed with payments
1140,EXP01-10005,2018-12-05,CLM01-1007003,Thirdparty,COV01-1000001,INC01-101140,28AC861AB63A493F,Glass,PD,,Open,Closed with payments
1141,EXP01-10002,2018-06-16,CLM01-1005454,Insured,COV01-1000002,INC01-101141,4FA228F8B8C849BF,Tow,BI,2018-07-13,Closed,Duplicate
1142,EXP01-10002,2018-02-22,CLM01-1001308,Insured,COV01-1000002,INC01-101142,4157E5BEE7504F36,General,BI,,Open,Rejected
1143,EXP01-10003,2018-08-20,CLM01-1008498,Thirdparty,COV01-1000002,INC01-101143,06A93424CF3F4BEB,houseowners compound,COMP,2018-09-13,Closed,Closed with payments
1144,EXP01-10005,2018-10-23,CLM01-1006244,Insured,COV01-1000003,INC01-101144,EC48BD2E034B49FE,Injury,PD,,Open,Duplicate
1145,EXP01-10002,2019-01-23,CLM01-1008645,Insured,COV01-1000002,INC01-101145,E345771E61DA4FF3,Glass,BI,,Open,Reported in siu
1146,EXP01-10001,2018-11-23,CLM01-1008391,Thirdparty,COV01-1000001,INC01-101146,E19F4A7178C64216,FastTrack,GLASS,,Open,Closed with payments
1147,EXP01-10003,2018-07-15,CLM01-1004828,Insured,COV01-1000001,INC01-101147,23232198264744C2,houseowners Low Compound,COMP,,Open,Duplicate
1148,EXP01-10005,2018-04-22,CLM01-1009121,Insured,COV01-1000002,INC01-101148,ACF4974F5AEA42AE,Salvage,PD,2018-05-21,Closed,Closed without payment
1149,EXP01-10004,2018-11-27,CLM01-1006864,Insured,COV01-1000004,INC01-101149,E871359B7CE548D0,houseowners Low Compound,COL,,Open,Reported in siu
1150,EXP01-10005,2018-09-21,CLM01-1000324,Insured,COV01-1000003,INC01-101150,C66ADA8FDDBD4C0B,Subrogation,PD,2018-10-24,Closed,Closed with payments
1151,EXP01-10001,2018-11-05,CLM01-1001803,Insured,COV01-1000002,INC01-101151,9F0627DE3EF04532,Total Loss,GLASS,,Open,Duplicate
1152,EXP01-10002,2018-11-26,CLM01-1004676,Thirdparty,COV01-1000001,INC01-101152,F4B47528C8FA4FE1,Injury-Compound,BI,,Open,Duplicate
1153,EXP01-10004,2018-09-03,CLM01-1010238,Insured,COV01-1000002,INC01-101153,A4A56E7CC91A4C28,Injury-Compound,COL,,Open,Duplicate
1154,EXP01-10004,2018-02-05,CLM01-1005813,Insured,COV01-1000002,INC01-101154,4325AAA990B14D2A,Physical,COL,,Open,Closed with payments
1155,EXP01-10001,2019-01-30,CLM01-1000125,Insured,COV01-1000002,INC01-101155,FE227304499F4C85,General,GLASS,,Open,Closed with payments
1156,EXP01-10002,2018-09-13,CLM01-1007169,Insured,COV01-1000002,INC01-101156,F21B1585EB634752,Tow,BI,2018-10-10,Closed,Rejected
1157,EXP01-10002,2018-02-25,CLM01-1004319,Insured,COV01-1000002,INC01-101157,02FF71139F0F4DB9,Glass,BI,2018-03-29,Closed,Rejected
1158,EXP01-10001,2018-11-02,CLM01-1005088,Insured,COV01-1000001,INC01-101158,F9E0F0CC0C6B4C70,Tow,GLASS,,Open,Rejected
1159,EXP01-10004,2018-11-27,CLM01-1010681,Thirdparty,COV01-1000004,INC01-101159,0AF7B89E100048A9,houseowners compound,COL,,Open,Reported in siu
1160,EXP01-10001,2018-08-14,CLM01-1006905,Thirdparty,COV01-1000001,INC01-101160,D8C969CD114F468C,houseowners Low Compound,GLASS,2018-08-20,Closed,Reported in siu
1161,EXP01-10004,2018-11-21,CLM01-1008275,Thirdparty,COV01-1000001,INC01-101161,1327B293F9E14E20,Injury,COL,,Open,Reported in siu
1162,EXP01-10004,2018-06-12,CLM01-1009567,Insured,COV01-1000005,INC01-101162,D247DDCC595B43E5,Total Loss,COL,2018-07-13,Closed,Closed with payments
1163,EXP01-10004,2018-07-05,CLM01-1005602,Insured,COV01-1000001,INC01-101163,18DE9EE5FA6945AB,General,COL,2018-08-04,Closed,Closed with payments
1164,EXP01-10002,2018-08-14,CLM01-1004961,Thirdparty,COV01-1000002,INC01-101164,35A05E374BF940ED,Medical Claims,BI,,Open,Reported in siu
1165,EXP01-10003,2018-11-08,CLM01-1009200,Insured,COV01-1000003,INC01-101165,55096EE1B4A64B9B,Injury-Compound,COMP,2018-12-09,Closed,Closed without payment
1166,EXP01-10003,2018-03-11,CLM01-1003309,Thirdparty,COV01-1000001,INC01-101166,356B0450C4C844A6,houseowners Low Compound,COMP,2018-04-07,Closed,Duplicate
1167,EXP01-10003,2018-05-09,CLM01-1010111,Thirdparty,COV01-1000001,INC01-101167,B010027F377748B1,General,COMP,2018-06-03,Closed,Closed with payments
1168,EXP01-10001,2018-07-09,CLM01-1004252,Insured,COV01-1000002,INC01-101168,CC4384512D354E5C,Glass,GLASS,2018-07-17,Closed,Rejected
1169,EXP01-10002,2018-05-24,CLM01-1003123,Thirdparty,COV01-1000002,INC01-101169,6BD9F0B14ABB450E,Glass,BI,2018-06-23,Closed,Closed without payment
1170,EXP01-10002,2018-07-07,CLM01-1003425,Thirdparty,COV01-1000001,INC01-101170,B4A7C0BB10384B66,Tow,BI,2018-08-05,Closed,Closed without payment
1171,EXP01-10001,2018-11-26,CLM01-1007981,Insured,COV01-1000001,INC01-101171,C0594E1E657C4AF5,Injury,GLASS,,Open,Reported in siu
1172,EXP01-10005,2018-07-17,CLM01-1005898,Thirdparty,COV01-1000002,INC01-101172,B233EA337C414A4E,Total Loss,PD,2018-08-17,Closed,Duplicate
1173,EXP01-10001,2018-11-22,CLM01-1008391,Insured,COV01-1000001,INC01-101173,BBAF74944EE345C3,FastTrack,GLASS,,Open,Closed with payments
1174,EXP01-10003,2018-05-14,CLM01-1006633,Thirdparty,COV01-1000002,INC01-101174,ABB0A4803F954A95,Physical,COMP,2018-06-14,Closed,Duplicate
1175,EXP01-10001,2018-08-08,CLM01-1001641,Insured,COV01-1000002,INC01-101175,822D74CF89F04E8B,Analyst Vendor IPD,GLASS,2018-08-13,Closed,Closed with payments
1176,EXP01-10004,2018-10-16,CLM01-1007059,Thirdparty,COV01-1000001,INC01-101176,5E0FD929082E462E,Total Loss,COL,,Open,Closed with payments
1177,EXP01-10003,2018-08-23,CLM01-1002320,Thirdparty,COV01-1000002,INC01-101177,048C2B4BED2D43A5,houseowners Low Compound,COMP,,Open,Duplicate
1178,EXP01-10003,2018-05-25,CLM01-1007823,Insured,COV01-1000004,INC01-101178,72D08BAA41FE48AB,Analyst Vendor IPD,COMP,2018-06-22,Closed,Closed without payment
1179,EXP01-10002,2018-10-10,CLM01-1006992,Insured,COV01-1000005,INC01-101179,324A24A874214D06,Medical Claims,BI,,Open,Closed without payment
1180,EXP01-10004,2018-04-17,CLM01-1010579,Thirdparty,COV01-1000001,INC01-101180,595191D04C054295,Injury,COL,2018-05-17,Closed,Rejected
1181,EXP01-10004,2018-05-31,CLM01-1008652,Insured,COV01-1000005,INC01-101181,61E171CB7E1E43F7,Glass,COL,2018-07-01,Closed,Duplicate
1182,EXP01-10002,2018-11-02,CLM01-1003531,Thirdparty,COV01-1000001,INC01-101182,13E055F531C1493D,houseowners compound,BI,2018-12-06,Closed,Closed with payments
1183,EXP01-10002,2018-03-06,CLM01-1009157,Thirdparty,COV01-1000001,INC01-101183,7F7B5B9836AD4DFE,Analyst Vendor IPD,BI,2018-04-05,Closed,Closed without payment
1184,EXP01-10002,2018-09-21,CLM01-1008483,Insured,COV01-1000002,INC01-101184,BCC7C6B8A3AF4908,Injury,BI,2018-10-14,Closed,Closed with payments
1185,EXP01-10004,2018-01-18,CLM01-1005299,Thirdparty,COV01-1000002,INC01-101185,6CC8C83C48CF469C,Physical,COL,2018-02-14,Closed,Duplicate
1186,EXP01-10001,2018-01-17,CLM01-1000524,Thirdparty,COV01-1000005,INC01-101186,2759C6CC106E49B4,Injury,GLASS,,Open,Duplicate
1187,EXP01-10004,2018-04-29,CLM01-1006135,Insured,COV01-1000001,INC01-101187,4169B0891A334266,Fire/Theft,COL,2018-05-31,Closed,Reported in siu
1188,EXP01-10004,2018-08-05,CLM01-1004098,Thirdparty,COV01-1000001,INC01-101188,DA65E50BCE3744F9,Salvage,COL,,Open,Closed without payment
1189,EXP01-10004,2018-07-05,CLM01-1002619,Thirdparty,COV01-1000002,INC01-101189,218AD9C70CE84773,Tow,COL,2018-08-05,Closed,Closed without payment
1190,EXP01-10003,2018-08-12,CLM01-1008583,Insured,COV01-1000001,INC01-101190,7B4011527D014075,houseowners Low Compound,COMP,2018-09-06,Closed,Duplicate
1191,EXP01-10003,2018-03-11,CLM01-1009992,Thirdparty,COV01-1000002,INC01-101191,968D6F997F8C4FE9,Injury-Compound,COMP,2018-04-09,Closed,Reported in siu
1192,EXP01-10005,2018-03-07,CLM01-1010578,Thirdparty,COV01-1000001,INC01-101192,F9139094856E4800,houseowners compound,PD,2018-04-06,Closed,Closed with payments
1193,EXP01-10005,2018-12-21,CLM01-1009166,Thirdparty,COV01-1000003,INC01-101193,75F8D6F731894421,Fire/Theft,PD,,Open,Duplicate
1194,EXP01-10002,2018-06-24,CLM01-1004707,Insured,COV01-1000001,INC01-101194,1535389AE04D4E6C,Tow,BI,2018-07-22,Closed,Reported in siu
1195,EXP01-10005,2018-10-19,CLM01-1007222,Insured,COV01-1000004,INC01-101195,4AB7D0B812F2469F,Analyst Vendor IPD,PD,,Open,Closed without payment
1196,EXP01-10003,2018-09-20,CLM01-1001039,Insured,COV01-1000002,INC01-101196,47D6295212FD475C,Analyst Vendor IPD,COMP,,Open,Duplicate
