,exposure_id,exp_createdate,exp_claim_id,exp_lossparty,exp_coverage_id,exp_incident_id,exp_vehicle_id,exp_group,exp_type,exp_closedate,exp_status,exp_resolution
1030,EXP01-10003,30-01-2018,CLM01-1007584,Insured,COV01-1000002,INC01-101030,3537B351BA594CAF,Injury,COMP,22-02-2018,Closed,Duplicate
1031,EXP01-10001,10-10-2018,CLM01-1000317,Insured,COV01-1000002,INC01-101031,C32BE22F741C4110,General,GLASS,,Open,Duplicate
1032,EXP01-10003,12-07-2018,CLM01-1002527,Insured,COV01-1000002,INC01-101032,9AD97EB6A45C4704,Salvage,COMP,14-08-2018,Closed,Closed without payment
1033,EXP01-10004,22-11-2018,CLM01-1008876,Insured,COV01-1000001,INC01-101033,FBFF57805A7F41EF,Salvage,COL,,Open,Reported in siu
1034,EXP01-10003,27-02-2018,CLM01-1006245,Thirdparty,COV01-1000001,INC01-101034,16337990F9514F21,General,COMP,27-03-2018,Closed,Duplicate
1035,EXP01-10003,31-01-2018,CLM01-1003258,Insured,COV01-1000001,INC01-101035,EF2F77F1DC204C8A,Fire/Theft,COMP,01-03-2018,Closed,Closed with payments
1036,EXP01-10005,03-12-2018,CLM01-1010195,Thirdparty,COV01-1000001,INC01-101036,CDB74A4EC22949E1,Physical,PD,,Open,Reported in siu
1037,EXP01-10002,22-08-2018,CLM01-1009958,Thirdparty,COV01-1000001,INC01-101037,264B037703464B77,Fire/Theft,BI,21-09-2018,Closed,Reported in siu
1038,EXP01-10003,05-09-2018,CLM01-1010451,Insured,COV01-1000001,INC01-101038,5B23E1C6822D490E,houseowners Low Compound,COMP,,Open,Duplicate
1039,EXP01-10003,16-01-2019,CLM01-1003611,Insured,COV01-1000002,INC01-101039,7520C11A5B5D42AD,houseowners Low Compound,COMP,,Open,Duplicate
1040,EXP01-10001,15-05-2018,CLM01-1009816,Thirdparty,COV01-1000001,INC01-101040,982F30C3FBE044E4,Tow,GLASS,,Open,Closed without payment
1041,EXP01-10002,19-12-2018,CLM01-1005087,Thirdparty,COV01-1000001,INC01-101041,6A9EC34C690141D9,Injury,BI,,Open,Rejected
1042,EXP01-10004,08-02-2018,CLM01-1008086,Insured,COV01-1000001,INC01-101042,8C59FA4D37364246,Fire/Theft,COL,09-03-2018,Closed,Rejected
1043,EXP01-10002,16-10-2018,CLM01-1005576,Thirdparty,COV01-1000002,INC01-101043,895165CE6FE04D2B,FastTrack,BI,,Open,Closed with payments
1044,EXP01-10002,03-01-2019,CLM01-1001014,Insured,COV01-1000002,INC01-101044,9614C570EC274FB9,houseowners Low Compound,BI,,Open,Rejected
1045,EXP01-10005,06-09-2018,CLM01-1007452,Insured,COV01-1000002,INC01-101045,FE227304499F4C85,Physical,PD,04-10-2018,Closed,Closed with payments
1046,EXP01-10003,13-08-2018,CLM01-1005982,Insured,COV01-1000001,INC01-101046,0519B5C24D7E403E,Tow,COMP,05-09-2018,Closed,Reported in siu
1047,EXP01-10003,11-10-2018,CLM01-1004368,Thirdparty,COV01-1000001,INC01-101047,EDD6B15882644FB5,General,COMP,,Open,Duplicate
1048,EXP01-10001,11-11-2018,CLM01-1003246,Thirdparty,COV01-1000002,INC01-101048,2CD7D7F2557746AA,Glass,GLASS,,Open,Reported in siu
1049,EXP01-10001,30-11-2018,CLM01-1001764,Insured,COV01-1000001,INC01-101049,7855F23DBF01444B,houseowners compound,GLASS,,Open,Duplicate
1050,EXP01-10003,30-11-2018,CLM01-1008894,Insured,COV01-1000002,INC01-101050,CB98BEE2B9F64370,Salvage,COMP,,Open,Closed with payments
1051,EXP01-10004,24-11-2018,CLM01-1010745,Thirdparty,COV01-1000001,INC01-101051,24134FB5B0C54C6C,houseowners compound,COL,,Open,Closed without payment
1052,EXP01-10005,01-11-2018,CLM01-1006429,Thirdparty,COV01-1000002,INC01-101052,63F0790E92C04737,Salvage,PD,,Open,Duplicate
1053,EXP01-10005,02-07-2018,CLM01-1000628,Thirdparty,COV01-1000001,INC01-101053,65D36359B8FE4029,Glass,PD,01-08-2018,Closed,Closed without payment
1054,EXP01-10005,31-12-2018,CLM01-1003447,Insured,COV01-1000002,INC01-101054,202BE0B5218C4455,Injury-Compound,PD,31-01-2019,Closed,Rejected
1055,EXP01-10005,23-04-2018,CLM01-1002864,Insured,COV01-1000001,INC01-101055,DDB2C1045961405C,houseowners compound,PD,22-05-2018,Closed,Duplicate
1056,EXP01-10001,27-01-2019,CLM01-1000297,Thirdparty,COV01-1000001,INC01-101056,87957B7C035B49C4,Total Loss,GLASS,,Open,Closed with payments
1057,EXP01-10002,25-03-2018,CLM01-1009547,Insured,COV01-1000001,INC01-101057,A30F189F81A84073,Injury,BI,20-04-2018,Closed,Closed with payments
1058,EXP01-10005,11-09-2018,CLM01-1003225,Insured,COV01-1000002,INC01-101058,80E8DA1139D9416A,houseowners compound,PD,08-10-2018,Closed,Closed without payment
1059,EXP01-10001,06-08-2018,CLM01-1001291,Thirdparty,COV01-1000002,INC01-101059,4225A25229474784,Medical Claims,GLASS,14-08-2018,Closed,Duplicate
1060,EXP01-10005,13-12-2018,CLM01-1002017,Thirdparty,COV01-1000002,INC01-101060,1654BA42B2E0426F,Glass,PD,10-01-2019,Closed,Closed with payments
1061,EXP01-10003,25-10-2018,CLM01-1007086,Insured,COV01-1000001,INC01-101061,C0385AC404004249,houseowners Low Compound,COMP,,Open,Reported in siu
1062,EXP01-10005,23-09-2018,CLM01-1003996,Insured,COV01-1000002,INC01-101062,E87F747307044DF1,Fire/Theft,PD,23-10-2018,Closed,Rejected
1063,EXP01-10002,19-10-2018,CLM01-1001389,Insured,COV01-1000001,INC01-101063,6D328F198D0E4A5E,Analyst Vendor IPD,BI,,Open,Rejected
1064,EXP01-10001,30-06-2018,CLM01-1003190,Thirdparty,COV01-1000001,INC01-101064,07621FA68BA54D3C,Glass,GLASS,10-07-2018,Closed,Rejected
1065,EXP01-10002,08-07-2018,CLM01-1004873,Insured,COV01-1000002,INC01-101065,85A99AF145144882,Injury-Compound,BI,05-08-2018,Closed,Closed with payments
1066,EXP01-10004,02-04-2018,CLM01-1000661,Thirdparty,COV01-1000002,INC01-101066,9B862FDB5F06489E,Tow,COL,,Open,Closed with payments
1067,EXP01-10001,21-10-2018,CLM01-1005475,Thirdparty,COV01-1000002,INC01-101067,82C813438A3143DB,Fire/Theft,GLASS,,Open,Rejected
1068,EXP01-10003,02-06-2018,CLM01-1007463,Insured,COV01-1000002,INC01-101068,5FE1688210274CEB,FastTrack,COMP,06-07-2018,Closed,Closed without payment
1069,EXP01-10004,08-01-2019,CLM01-1003092,Thirdparty,COV01-1000002,INC01-101069,85232FD6C80641BD,Total Loss,COL,04-02-2019,Closed,Closed without payment
1070,EXP01-10005,14-03-2018,CLM01-1005908,Insured,COV01-1000001,INC01-101070,5B2D3CF965FF422F,Injury,PD,12-04-2018,Closed,Rejected
1071,EXP01-10003,02-08-2018,CLM01-1010773,Insured,COV01-1000002,INC01-101071,42783D8041264D93,Total Loss,COMP,29-08-2018,Closed,Reported in siu
1072,EXP01-10003,17-04-2018,CLM01-1008988,Thirdparty,COV01-1000002,INC01-101072,A7FB4F3F88044564,FastTrack,COMP,,Open,Closed with payments
1073,EXP01-10003,15-10-2018,CLM01-1001033,Insured,COV01-1000002,INC01-101073,A7289EA6698443F6,Total Loss,COMP,17-11-2018,Closed,Rejected
1074,EXP01-10005,16-12-2018,CLM01-1008086,Thirdparty,COV01-1000002,INC01-101074,00927034997547A8,Subrogation,PD,13-01-2019,Closed,Reported in siu
1075,EXP01-10003,27-07-2018,CLM01-1004778,Thirdparty,COV01-1000001,INC01-101075,9A5DB4E989774813,Total Loss,COMP,22-08-2018,Closed,Duplicate
1076,EXP01-10005,21-07-2018,CLM01-1010262,Insured,COV01-1000001,INC01-101076,856D76AE31904589,Physical,PD,18-08-2018,Closed,Closed without payment
1077,EXP01-10005,20-06-2018,CLM01-1000660,Insured,COV01-1000002,INC01-101077,D8CAEFF030B94BF0,Injury-Compound,PD,22-07-2018,Closed,Closed without payment
1078,EXP01-10001,02-02-2018,CLM01-1005331,Thirdparty,COV01-1000002,INC01-101078,E99A351FE18842EE,Analyst Vendor IPD,GLASS,06-02-2018,Closed,Closed without payment
1079,EXP01-10004,13-08-2018,CLM01-1010989,Insured,COV01-1000001,INC01-101079,BC7EAA4777D3484D,Injury,COL,10-09-2018,Closed,Reported in siu
1080,EXP01-10004,02-11-2018,CLM01-1007358,Thirdparty,COV01-1000002,INC01-101080,CF1DF0F1816D49FC,Analyst Vendor IPD,COL,,Open,Rejected
1081,EXP01-10005,09-11-2018,CLM01-1002517,Thirdparty,COV01-1000001,INC01-101081,6E0D2B68A0A34C27,FastTrack,PD,,Open,Duplicate
1082,EXP01-10005,30-12-2018,CLM01-1002579,Thirdparty,COV01-1000001,INC01-101082,3AE8436B5A854C70,General,PD,24-01-2019,Closed,Duplicate
1083,EXP01-10005,30-11-2018,CLM01-1001493,Insured,COV01-1000002,INC01-101083,0AFF605B7C7748AC,Physical,PD,,Open,Closed without payment
1084,EXP01-10001,18-10-2018,CLM01-1002150,Thirdparty,COV01-1000002,INC01-101084,DC844281ED8C4A7D,Injury,GLASS,,Open,Duplicate
1085,EXP01-10005,23-05-2018,CLM01-1003181,Thirdparty,COV01-1000001,INC01-101085,4E5C56F24F4A4CCA,General,PD,22-06-2018,Closed,Closed without payment
1086,EXP01-10001,03-04-2018,CLM01-1006595,Insured,COV01-1000001,INC01-101086,6166E8A6EE9645B1,Fire/Theft,GLASS,14-04-2018,Closed,Reported in siu
1087,EXP01-10004,12-08-2018,CLM01-1006957,Insured,COV01-1000002,INC01-101087,13E055F531C1493D,houseowners Low Compound,COL,07-09-2018,Closed,Rejected
1088,EXP01-10002,04-04-2018,CLM01-1000441,Thirdparty,COV01-1000001,INC01-101088,D95A591100C44A7D,General,BI,30-04-2018,Closed,Rejected
1089,EXP01-10004,02-12-2018,CLM01-1000056,Thirdparty,COV01-1000002,INC01-101089,D739C84D6D114AEE,General,COL,,Open,Duplicate
1090,EXP01-10004,24-04-2018,CLM01-1000086,Insured,COV01-1000002,INC01-101090,80440C48077140DF,Injury-Compound,COL,23-05-2018,Closed,Rejected
1091,EXP01-10001,07-07-2018,CLM01-1000410,Insured,COV01-1000001,INC01-101091,6A5F6FF2FC0B4537,Glass,GLASS,13-07-2018,Closed,Closed without payment
1092,EXP01-10001,10-09-2018,CLM01-1004889,Thirdparty,COV01-1000001,INC01-101092,2AEFADF858C24FDB,Physical,GLASS,18-09-2018,Closed,Duplicate
1093,EXP01-10004,22-01-2018,CLM01-1003196,Thirdparty,COV01-1000002,INC01-101093,4AF8C09BAB1A465D,Subrogation,COL,21-02-2018,Closed,Reported in siu
1094,EXP01-10003,10-10-2018,CLM01-1004368,Insured,COV01-1000002,INC01-101094,7FA2E171E72B483A,General,COMP,,Open,Duplicate
1095,EXP01-10002,23-01-2019,CLM01-1005301,Insured,COV01-1000001,INC01-101095,4AB7D0B812F2469F,Subrogation,BI,,Open,Closed with payments
1096,EXP01-10001,15-01-2019,CLM01-1009185,Thirdparty,COV01-1000001,INC01-101096,4FA2CB6B92EE49F7,Salvage,GLASS,25-01-2019,Closed,Reported in siu
1097,EXP01-10001,12-05-2018,CLM01-1003688,Insured,COV01-1000001,INC01-101097,8A1B3047C6FE4D81,FastTrack,GLASS,22-05-2018,Closed,Duplicate
1098,EXP01-10002,22-02-2018,CLM01-1010443,Thirdparty,COV01-1000002,INC01-101098,854B59F40F81447E,houseowners compound,BI,22-03-2018,Closed,Duplicate
1099,EXP01-10005,17-06-2018,CLM01-1006141,Thirdparty,COV01-1000001,INC01-101099,93345EAAE10C47A2,Tow,PD,14-07-2018,Closed,Closed with payments
1100,EXP01-10001,24-03-2018,CLM01-1002459,Insured,COV01-1000001,INC01-101100,33BBC462667241AD,Injury,GLASS,28-03-2018,Closed,Duplicate
1101,EXP01-10002,15-05-2018,CLM01-1003420,Insured,COV01-1000001,INC01-101101,A2B5965211ED4811,Analyst Vendor IPD,BI,14-06-2018,Closed,Duplicate
1102,EXP01-10003,11-02-2018,CLM01-1000199,Insured,COV01-1000002,INC01-101102,B2BD5705803D4F72,FastTrack,COMP,15-03-2018,Closed,Reported in siu
1103,EXP01-10001,19-02-2018,CLM01-1005532,Thirdparty,COV01-1000002,INC01-101103,9EA63D1A35C84A0A,Analyst Vendor IPD,GLASS,27-02-2018,Closed,Reported in siu
1104,EXP01-10001,06-11-2018,CLM01-1009339,Thirdparty,COV01-1000001,INC01-101104,D49E1A4249514362,Fire/Theft,GLASS,,Open,Closed with payments
1105,EXP01-10002,15-02-2018,CLM01-1003201,Thirdparty,COV01-1000002,INC01-101105,86D7667A992B4BE8,FastTrack,BI,17-03-2018,Closed,Closed without payment
1106,EXP01-10003,07-04-2018,CLM01-1010420,Insured,COV01-1000001,INC01-101106,3882E113E0154D95,Physical,COMP,06-05-2018,Closed,Duplicate
1107,EXP01-10002,08-04-2018,CLM01-1002929,Thirdparty,COV01-1000002,INC01-101107,E05A628D2B514093,Medical Claims,BI,07-05-2018,Closed,Reported in siu
1108,EXP01-10005,31-03-2018,CLM01-1001316,Insured,COV01-1000002,INC01-101108,7FAB0A83B265476B,General,PD,,Open,Closed with payments
1109,EXP01-10004,28-01-2018,CLM01-1004097,Insured,COV01-1000002,INC01-101109,783BF1E608704C95,Injury,COL,21-02-2018,Closed,Reported in siu
1110,EXP01-10004,11-09-2018,CLM01-1010686,Thirdparty,COV01-1000002,INC01-101110,02828B1BE06240DB,houseowners compound,COL,10-10-2018,Closed,Closed with payments
1111,EXP01-10002,23-09-2018,CLM01-1008602,Thirdparty,COV01-1000001,INC01-101111,9681BDD304634843,Subrogation,BI,21-10-2018,Closed,Reported in siu
1112,EXP01-10002,07-05-2018,CLM01-1004553,Insured,COV01-1000002,INC01-101112,C2FC45B2A8C441B6,houseowners Low Compound,BI,04-06-2018,Closed,Closed with payments
1113,EXP01-10003,26-06-2018,CLM01-1004796,Insured,COV01-1000001,INC01-101113,45771ADAE7834958,FastTrack,COMP,28-07-2018,Closed,Rejected
1114,EXP01-10004,28-01-2018,CLM01-1010091,Thirdparty,COV01-1000002,INC01-101114,F77B2F1782C349BA,Subrogation,COL,,Open,Reported in siu
1115,EXP01-10001,30-09-2018,CLM01-1005245,Insured,COV01-1000001,INC01-101115,01AB530ADB7E456F,Tow,GLASS,03-10-2018,Closed,Rejected
1116,EXP01-10004,05-05-2018,CLM01-1003634,Insured,COV01-1000001,INC01-101116,CC54623D0A394296,FastTrack,COL,31-05-2018,Closed,Rejected
1117,EXP01-10003,23-01-2019,CLM01-1010213,Insured,COV01-1000002,INC01-101117,68EAE0FC9FEC49BB,Analyst Vendor IPD,COMP,,Open,Rejected
1118,EXP01-10005,14-07-2018,CLM01-1000302,Insured,COV01-1000002,INC01-101118,95232766E7FE4E79,Fire/Theft,PD,,Open,Rejected
1119,EXP01-10002,22-02-2018,CLM01-1007473,Insured,COV01-1000001,INC01-101119,5EC9DA04DED7458B,Salvage,BI,21-03-2018,Closed,Duplicate
1120,EXP01-10001,20-08-2018,CLM01-1000251,Insured,COV01-1000002,INC01-101120,459EAA57911C4B17,Glass,GLASS,,Open,Closed without payment
1121,EXP01-10003,04-09-2018,CLM01-1005520,Thirdparty,COV01-1000002,INC01-101121,0574A4CA06D14789,Injury,COMP,03-10-2018,Closed,Closed without payment
1122,EXP01-10001,05-11-2018,CLM01-1004483,Insured,COV01-1000001,INC01-101122,C60B884D758A4824,Injury,GLASS,,Open,Reported in siu
1123,EXP01-10004,04-06-2018,CLM01-1007480,Thirdparty,COV01-1000002,INC01-101123,797E6B0A0AFD4ED5,Subrogation,COL,04-07-2018,Closed,Closed without payment
1124,EXP01-10004,19-10-2018,CLM01-1009875,Thirdparty,COV01-1000001,INC01-101124,A4A56E7CC91A4C28,Subrogation,COL,15-11-2018,Closed,Closed with payments
1125,EXP01-10001,01-11-2018,CLM01-1005272,Insured,COV01-1000001,INC01-101125,DB6248B11CA0402C,houseowners compound,GLASS,,Open,Closed without payment
1126,EXP01-10001,06-08-2018,CLM01-1004161,Insured,COV01-1000001,INC01-101126,E4771F82E5A742A2,Injury,GLASS,18-08-2018,Closed,Closed without payment
1127,EXP01-10003,28-12-2018,CLM01-1000287,Thirdparty,COV01-1000002,INC01-101127,64338AD7B8A649A2,Injury,COMP,,Open,Reported in siu
1128,EXP01-10005,01-07-2018,CLM01-1010705,Insured,COV01-1000002,INC01-101128,3A531B766933491B,FastTrack,PD,,Open,Closed without payment
1129,EXP01-10003,10-01-2018,CLM01-1010576,Thirdparty,COV01-1000001,INC01-101129,EA7827DBFF3A4041,Tow,COMP,,Open,Closed without payment
1130,EXP01-10002,24-05-2018,CLM01-1008401,Insured,COV01-1000001,INC01-101130,49AD31924BFA4D5F,Tow,BI,17-06-2018,Closed,Duplicate
1131,EXP01-10005,31-03-2018,CLM01-1001316,Thirdparty,COV01-1000001,INC01-101131,E696B0D95E3E42FA,General,PD,,Open,Closed with payments
1132,EXP01-10004,09-09-2018,CLM01-1010431,Thirdparty,COV01-1000002,INC01-101132,04BDEB84E77B420E,Medical Claims,COL,06-10-2018,Closed,Rejected
1133,EXP01-10005,11-04-2018,CLM01-1002239,Insured,COV01-1000001,INC01-101133,C6FBC10F1FFA4FD3,General,PD,,Open,Duplicate
1134,EXP01-10002,07-03-2018,CLM01-1003496,Insured,COV01-1000001,INC01-101134,B233EA337C414A4E,Total Loss,BI,04-04-2018,Closed,Rejected
1135,EXP01-10001,10-08-2018,CLM01-1005290,Insured,COV01-1000001,INC01-101135,A262A513ED0A40BB,Physical,GLASS,21-08-2018,Closed,Rejected
1136,EXP01-10003,24-04-2018,CLM01-1002669,Insured,COV01-1000001,INC01-101136,F1DA81DA5BB24B07,Physical,COMP,25-05-2018,Closed,Rejected
1137,EXP01-10003,22-08-2018,CLM01-1010281,Insured,COV01-1000001,INC01-101137,6EB5B7CE92F943FB,Injury,COMP,,Open,Closed with payments
1138,EXP01-10002,13-05-2018,CLM01-1002547,Thirdparty,COV01-1000002,INC01-101138,95435C61129B4F98,Salvage,BI,,Open,Closed with payments
1139,EXP01-10001,03-10-2018,CLM01-1006235,Insured,COV01-1000002,INC01-101139,7543E8B77F284DDE,Fire/Theft,GLASS,11-10-2018,Closed,Closed with payments
1140,EXP01-10004,05-09-2018,CLM01-1006850,Insured,COV01-1000001,INC01-101140,F495BF8A52F14A2E,Glass,COL,03-10-2018,Closed,Rejected
1141,EXP01-10004,18-08-2018,CLM01-1003194,Insured,COV01-1000002,INC01-101141,5947AE4DC3AF4AE2,Medical Claims,COL,14-09-2018,Closed,Closed with payments
1142,EXP01-10005,29-11-2018,CLM01-1004729,Insured,COV01-1000002,INC01-101142,6AE2F9A97F004B54,Subrogation,PD,,Open,Closed without payment
1143,EXP01-10002,05-11-2018,CLM01-1007336,Insured,COV01-1000002,INC01-101143,EFC0E747822F4B31,houseowners Low Compound,BI,,Open,Closed with payments
1144,EXP01-10002,01-04-2018,CLM01-1002174,Insured,COV01-1000002,INC01-101144,E9452AC71DF64773,houseowners compound,BI,28-04-2018,Closed,Closed with payments
1145,EXP01-10004,20-01-2018,CLM01-1004440,Insured,COV01-1000001,INC01-101145,2B5D85EDF0764C2F,houseowners compound,COL,,Open,Reported in siu
1146,EXP01-10001,19-03-2018,CLM01-1003570,Insured,COV01-1000002,INC01-101146,0996F32CCA2F4B56,houseowners compound,GLASS,23-03-2018,Closed,Reported in siu
1147,EXP01-10001,07-06-2018,CLM01-1001885,Thirdparty,COV01-1000002,INC01-101147,ECD5B61BB9D54304,Injury-Compound,GLASS,,Open,Closed without payment
1148,EXP01-10002,29-10-2018,CLM01-1003059,Thirdparty,COV01-1000001,INC01-101148,4B9D87CD72D84E7F,Total Loss,BI,,Open,Closed with payments
1149,EXP01-10004,27-10-2018,CLM01-1010948,Insured,COV01-1000002,INC01-101149,D7325722E26A4B3B,Total Loss,COL,,Open,Closed with payments
1150,EXP01-10001,11-11-2018,CLM01-1002589,Insured,COV01-1000002,INC01-101150,8B9B2E3EA6894747,Injury,GLASS,,Open,Closed with payments
1151,EXP01-10005,18-05-2018,CLM01-1010565,Insured,COV01-1000001,INC01-101151,15278F9980E04237,Injury-Compound,PD,15-06-2018,Closed,Closed without payment
1152,EXP01-10004,24-06-2018,CLM01-1002931,Insured,COV01-1000001,INC01-101152,A3889329413B4D44,houseowners compound,COL,25-07-2018,Closed,Closed without payment
1153,EXP01-10001,19-08-2018,CLM01-1007171,Thirdparty,COV01-1000001,INC01-101153,C7D3154BF9E04EBF,houseowners compound,GLASS,,Open,Closed with payments
1154,EXP01-10005,20-01-2019,CLM01-1003623,Insured,COV01-1000001,INC01-101154,7CECDFBA00294889,houseowners compound,PD,,Open,Rejected
1155,EXP01-10003,08-10-2018,CLM01-1010875,Insured,COV01-1000002,INC01-101155,635C97B0D3C446EE,Total Loss,COMP,01-11-2018,Closed,Closed without payment
1156,EXP01-10001,13-04-2018,CLM01-1006219,Insured,COV01-1000001,INC01-101156,051655BD7AB54C23,Salvage,GLASS,21-04-2018,Closed,Duplicate
1157,EXP01-10003,21-07-2018,CLM01-1006256,Insured,COV01-1000002,INC01-101157,794C02325F184F36,Fire/Theft,COMP,16-08-2018,Closed,Duplicate
1158,EXP01-10001,27-01-2018,CLM01-1005571,Insured,COV01-1000001,INC01-101158,DA65E50BCE3744F9,Total Loss,GLASS,03-02-2018,Closed,Reported in siu
1159,EXP01-10001,22-02-2018,CLM01-1004400,Insured,COV01-1000002,INC01-101159,838D766709A64C64,Salvage,GLASS,04-03-2018,Closed,Closed with payments
1160,EXP01-10003,09-01-2018,CLM01-1009242,Thirdparty,COV01-1000001,INC01-101160,C05C2BD6C89C4ECF,Injury-Compound,COMP,03-02-2018,Closed,Reported in siu
1161,EXP01-10003,13-07-2018,CLM01-1004276,Insured,COV01-1000001,INC01-101161,C833AB6F48694BB2,Salvage,COMP,15-08-2018,Closed,Reported in siu
1162,EXP01-10003,25-04-2018,CLM01-1009745,Thirdparty,COV01-1000001,INC01-101162,81956579482B4320,FastTrack,COMP,21-05-2018,Closed,Closed without payment
1163,EXP01-10002,22-08-2018,CLM01-1007010,Insured,COV01-1000001,INC01-101163,2AB7EC56C4A441C5,Total Loss,BI,19-09-2018,Closed,Closed with payments
1164,EXP01-10002,06-10-2018,CLM01-1002046,Thirdparty,COV01-1000001,INC01-101164,2097CA8D72074FA7,Salvage,BI,31-10-2018,Closed,Closed with payments
1165,EXP01-10003,16-11-2018,CLM01-1006628,Insured,COV01-1000002,INC01-101165,797BD44BEEF14EA6,houseowners compound,COMP,15-12-2018,Closed,Closed without payment
1166,EXP01-10003,02-07-2018,CLM01-1010233,Insured,COV01-1000001,INC01-101166,882C9C655AA14B2B,Total Loss,COMP,,Open,Reported in siu
1167,EXP01-10005,16-04-2018,CLM01-1000722,Thirdparty,COV01-1000002,INC01-101167,4F450BB9996E445B,houseowners Low Compound,PD,18-05-2018,Closed,Rejected
1168,EXP01-10002,03-07-2018,CLM01-1008795,Thirdparty,COV01-1000001,INC01-101168,1A30AD4CEE584115,Medical Claims,BI,04-08-2018,Closed,Duplicate
1169,EXP01-10005,25-02-2018,CLM01-1002843,Insured,COV01-1000001,INC01-101169,138B6D998D6C47D5,Physical,PD,22-03-2018,Closed,Closed without payment
1170,EXP01-10004,23-10-2018,CLM01-1009625,Insured,COV01-1000002,INC01-101170,FED50DEC0F814153,Tow,COL,,Open,Closed without payment
1171,EXP01-10001,08-05-2018,CLM01-1001858,Insured,COV01-1000002,INC01-101171,CBB7383C32A64607,Glass,GLASS,13-05-2018,Closed,Closed with payments
1172,EXP01-10005,13-07-2018,CLM01-1008578,Thirdparty,COV01-1000001,INC01-101172,03B498F17D8741C0,Total Loss,PD,13-08-2018,Closed,Duplicate
1173,EXP01-10005,26-02-2018,CLM01-1009779,Thirdparty,COV01-1000002,INC01-101173,9B01A26506C64E6A,Analyst Vendor IPD,PD,,Open,Closed with payments
1174,EXP01-10003,01-09-2018,CLM01-1001699,Thirdparty,COV01-1000002,INC01-101174,D1F6FC0399994908,Salvage,COMP,03-10-2018,Closed,Rejected
1175,EXP01-10004,12-01-2019,CLM01-1005161,Insured,COV01-1000001,INC01-101175,380CF3B465D84AC2,Injury,COL,,Open,Reported in siu
1176,EXP01-10002,13-08-2018,CLM01-1006040,Thirdparty,COV01-1000001,INC01-101176,E19F4A7178C64216,Glass,BI,12-09-2018,Closed,Closed without payment
1177,EXP01-10001,16-10-2018,CLM01-1008426,Insured,COV01-1000001,INC01-101177,486D75EA05764184,General,GLASS,,Open,Closed without payment
1178,EXP01-10002,13-09-2018,CLM01-1006606,Thirdparty,COV01-1000002,INC01-101178,E86BD59D289F488F,Total Loss,BI,,Open,Rejected
1179,EXP01-10001,15-08-2018,CLM01-1003255,Insured,COV01-1000001,INC01-101179,C0E6F748EDA54A4F,Analyst Vendor IPD,GLASS,27-08-2018,Closed,Reported in siu
1180,EXP01-10001,25-08-2018,CLM01-1001041,Insured,COV01-1000001,INC01-101180,5B2807C238D74276,Physical,GLASS,,Open,Rejected
1181,EXP01-10002,20-03-2018,CLM01-1004028,Insured,COV01-1000002,INC01-101181,B8796F618833430C,Subrogation,BI,,Open,Closed with payments
1182,EXP01-10001,28-11-2018,CLM01-1006076,Thirdparty,COV01-1000002,INC01-101182,8688745CEAD04E3E,Glass,GLASS,,Open,Reported in siu
1183,EXP01-10004,08-05-2018,CLM01-1004655,Insured,COV01-1000002,INC01-101183,8AC612691BE64A54,Physical,COL,06-06-2018,Closed,Reported in siu
1184,EXP01-10003,24-03-2018,CLM01-1008577,Insured,COV01-1000001,INC01-101184,1A38D1A48040413D,FastTrack,COMP,,Open,Duplicate
1185,EXP01-10002,29-12-2018,CLM01-1006976,Insured,COV01-1000002,INC01-101185,E022293A2A5A430D,Analyst Vendor IPD,BI,,Open,Rejected
1186,EXP01-10004,11-12-2018,CLM01-1006259,Thirdparty,COV01-1000001,INC01-101186,9CF7438197DB4DB0,Physical,COL,,Open,Closed without payment
1187,EXP01-10004,22-03-2018,CLM01-1008950,Insured,COV01-1000001,INC01-101187,1535389AE04D4E6C,Tow,COL,19-04-2018,Closed,Reported in siu
1188,EXP01-10003,13-12-2018,CLM01-1001428,Thirdparty,COV01-1000002,INC01-101188,4BB3D4F7A4AB41DE,FastTrack,COMP,,Open,Rejected
1189,EXP01-10001,07-01-2019,CLM01-1006782,Insured,COV01-1000001,INC01-101189,BE6F844582DD4340,Fire/Theft,GLASS,13-01-2019,Closed,Closed with payments
1190,EXP01-10002,15-04-2018,CLM01-1003351,Insured,COV01-1000001,INC01-101190,ABB06C6EFA854F89,houseowners Low Compound,BI,14-05-2018,Closed,Closed without payment
1191,EXP01-10003,15-09-2018,CLM01-1009780,Insured,COV01-1000001,INC01-101191,80530A390ED94B2B,houseowners compound,COMP,18-10-2018,Closed,Reported in siu
1192,EXP01-10003,09-03-2018,CLM01-1010414,Thirdparty,COV01-1000002,INC01-101192,15D8BFDBE3AC4F4B,General,COMP,02-04-2018,Closed,Closed with payments
1193,EXP01-10004,03-11-2018,CLM01-1001035,Thirdparty,COV01-1000002,INC01-101193,3BBB7A6686F146C2,Glass,COL,30-11-2018,Closed,Duplicate
1194,EXP01-10004,31-12-2018,CLM01-1000863,Thirdparty,COV01-1000002,INC01-101194,EBD78024CEAC4AA7,Subrogation,COL,01-02-2019,Closed,Reported in siu
1195,EXP01-10004,16-06-2018,CLM01-1001077,Insured,COV01-1000002,INC01-101195,B8D6590D1B564E79,General,COL,20-07-2018,Closed,Closed without payment
